Ticker,ClosingPrice,OpeningPrice,PriceChange,PercentChange,HourOfLastTrade,Suspicious
XX45,11,4,-7,175,13,NO
4U0Z,1,51,50,-98.03921569,11,NO
W1A3,0,70,70,-100,9,NO
2TRU,0,101,101,-100,16,NO
UH1P,7,58,51,-87.93103448,17,NO
UBJP,1,59,58,-98.30508475,9,NO
MFHL,1,91,90,-98.9010989,13,NO
XIHC,0,71,71,-100,12,NO
QXY5,34,27,-7,25.92592593,12,NO
DBZG,16,14,-2,14.28571429,14,NO
0U0B,52,54,2,-3.703703704,16,NO
KV5X,16,39,23,-58.97435897,11,NO
R4NX,23,30,7,-23.33333333,12,NO
LZCW,13,92,79,-85.86956522,13,NO
DBZG,13,14,1,-7.142857143,15,NO
S0PH,0,9,9,-100,14,NO
UNU4,0,18,18,-100,11,NO
5LCH,4,92,88,-95.65217391,13,NO
3G3Y,6,0,-6,Infinity,13,NO
J1IP,14,68,54,-79.41176471,10,NO
C42A,7,96,89,-92.70833333,12,NO
UUYC,10,11,1,-9.090909091,11,NO
UBJP,2,59,57,-96.61016949,15,NO
BEHY,2,98,96,-97.95918367,16,NO
GARC,10,46,36,-78.26086957,12,NO
DH5J,2,24,22,-91.66666667,9,NO
XUDH,32,14,-18,128.5714286,11,YES
LOL4,17,47,30,-63.82978723,16,NO
EE0S,0,72,72,-100,15,NO
Y0LZ,6,22,16,-72.72727273,16,NO
21FQ,6,42,36,-85.71428571,12,NO
BF0G,27,70,43,-61.42857143,12,NO
GSWR,2,10,8,-80,16,NO
R4NX,26,30,4,-13.33333333,14,NO
GZUU,0,45,45,-100,10,NO
VLDE,8,0,-8,Infinity,13,NO
XIHC,0,71,71,-100,9,NO
BRC2,6,18,12,-66.66666667,15,NO
ANNV,0,93,93,-100,16,NO
HIRY,10,19,9,-47.36842105,13,NO
11H1,9,94,85,-90.42553191,17,NO
ZUZ3,0,55,55,-100,9,NO
WSZR,0,27,27,-100,12,NO
JWUI,37,3,-34,1133.333333,14,NO
0KO1,15,11,-4,36.36363636,9,NO
3PMW,4,73,69,-94.52054795,10,NO
DQTM,4,50,46,-92,12,NO
FFAU,8,7,-1,14.28571429,11,NO
DBZG,8,14,6,-42.85714286,11,NO
C42A,8,96,88,-91.66666667,11,NO
YVGA,0,73,73,-100,17,NO
WK0Z,9,42,33,-78.57142857,13,NO
W1A3,0,70,70,-100,16,NO
BW5P,0,59,59,-100,13,NO
OKIB,7,59,52,-88.13559322,15,NO
XMSH,0,65,65,-100,9,NO
WSZR,1,27,26,-96.2962963,11,NO
XUDH,30,14,-16,114.2857143,10,NO
SUR1,10,27,17,-62.96296296,11,NO
JM3Q,14,85,71,-83.52941176,15,NO
XIQY,4,67,63,-94.02985075,13,NO
B5YG,1,0,-1,Infinity,17,NO
R4NX,25,30,5,-16.66666667,17,NO
JWUI,35,3,-32,1066.666667,13,NO
SWDN,18,7,-11,157.1428571,15,NO
AHDH,12,7,-5,71.42857143,12,NO
5LCH,7,92,85,-92.39130435,16,NO
DBWM,1,14,13,-92.85714286,14,NO
DQTM,1,50,49,-98,15,NO
SWDN,15,7,-8,114.2857143,14,NO
DBLL,0,98,98,-100,16,NO
GARC,12,46,34,-73.91304348,13,NO
V20F,36,53,17,-32.0754717,9,NO
B5YG,1,0,-1,Infinity,14,NO
CIAW,19,92,73,-79.34782609,15,NO
AO1H,2,8,6,-75,13,NO
WK0Z,8,42,34,-80.95238095,13,NO
FX4F,15,56,41,-73.21428571,11,NO
GZUU,0,45,45,-100,16,NO
UBJP,1,59,58,-98.30508475,9,NO
XCCN,0,14,14,-100,16,NO
JQTM,0,60,60,-100,17,NO
K2KI,4,12,8,-66.66666667,9,NO
UUYC,8,11,3,-27.27272727,17,NO
YCRV,5,70,65,-92.85714286,13,NO
AO1H,6,8,2,-25,17,NO
S0PH,3,9,6,-66.66666667,10,NO
3IP1,10,5,-5,100,12,NO
CU14,3,26,23,-88.46153846,14,NO
GHRC,4,82,78,-95.12195122,14,NO
XIHC,1,71,70,-98.5915493,13,NO
XCCN,0,14,14,-100,15,NO
UXWV,0,74,74,-100,17,NO
VSJV,0,84,84,-100,12,NO
FFSE,7,56,49,-87.5,17,NO
1ROG,20,80,60,-75,9,NO
VSJV,0,84,84,-100,10,NO
LJU5,18,11,-7,63.63636364,16,NO
UBJP,1,59,58,-98.30508475,11,NO
OKIB,8,59,51,-86.44067797,10,NO
HKPE,0,0,0,NaN,10,NO
YCRV,9,70,61,-87.14285714,16,NO
G3XP,14,52,38,-73.07692308,15,NO
UH1P,3,58,55,-94.82758621,13,NO
2T0Y,4,11,7,-63.63636364,17,NO
XUDH,34,14,-20,142.8571429,13,NO
2T0Y,8,11,3,-27.27272727,12,NO
ALNY,0,91,91,-100,13,NO
JQTM,1,60,59,-98.33333333,9,NO
BEHY,2,98,96,-97.95918367,16,NO
0F2E,18,93,75,-80.64516129,16,NO
H3XQ,4,48,44,-91.66666667,13,NO
AXTV,2,6,4,-66.66666667,12,NO
BEHY,5,98,93,-94.89795918,9,NO
HXA2,5,11,6,-54.54545455,9,NO
2TRU,0,101,101,-100,11,NO
5T3E,4,34,30,-88.23529412,13,NO
21FQ,1,42,41,-97.61904762,10,NO
C42A,10,96,86,-89.58333333,15,NO
1PZ2,0,25,25,-100,16,NO
GHRC,5,82,77,-93.90243902,9,NO
L3AP,10,46,36,-78.26086957,10,NO
Q3DH,5,92,87,-94.56521739,15,NO
AXTV,3,6,3,-50,12,NO
HIRY,9,19,10,-52.63157895,11,NO
UZBV,5,4,-1,25,14,NO
BW5P,0,59,59,-100,16,NO
NRRO,2,61,59,-96.72131148,9,NO
XIHC,0,71,71,-100,12,NO
UYP5,0,2,2,-100,9,NO
GZUU,2,45,43,-95.55555556,15,NO
ALNY,0,91,91,-100,10,NO
FX4F,11,56,45,-80.35714286,14,NO
EE0S,2,72,70,-97.22222222,17,NO
SKGG,0,34,34,-100,11,NO
WK0Z,6,42,36,-85.71428571,10,NO
XX45,7,4,-3,75,9,NO
BF0G,29,70,41,-58.57142857,15,NO
UBJP,0,59,59,-100,10,NO
JEKQ,12,0,-12,Infinity,12,NO
VLDE,4,0,-4,Infinity,14,NO
3PMW,6,73,67,-91.78082192,13,NO
UBJP,0,59,59,-100,14,NO
LZCW,15,92,77,-83.69565217,16,NO
3I10,13,55,42,-76.36363636,15,NO
21Y5,0,4,4,-100,10,NO
0U0B,52,54,2,-3.703703704,14,NO
UUYC,3,11,8,-72.72727273,11,NO
3G3Y,7,0,-7,Infinity,11,NO
11H1,10,94,84,-89.36170213,16,NO
R4NX,29,30,1,-3.333333333,13,NO
0AAH,0,49,49,-100,15,NO
DBZG,11,14,3,-21.42857143,13,NO
V20F,32,53,21,-39.62264151,11,YES
WK0Z,4,42,38,-90.47619048,9,NO
UNU4,0,18,18,-100,16,NO
FX4F,14,56,42,-75,11,NO
0AAH,0,49,49,-100,14,NO
1ZNS,3,24,21,-87.5,10,NO
VZXG,7,3,-4,133.3333333,9,NO
JM3Q,12,85,73,-85.88235294,17,NO
DH5J,0,24,24,-100,16,NO
5LCH,7,92,85,-92.39130435,16,NO
JWUI,39,3,-36,1200,13,YES
FFAU,11,7,-4,57.14285714,13,NO
Y0LZ,7,22,15,-68.18181818,16,NO
3HLN,17,15,-2,13.33333333,11,NO
ANNV,0,93,93,-100,12,NO
VZXG,8,3,-5,166.6666667,10,NO
CU14,4,26,22,-84.61538462,14,NO
B5YG,2,0,-2,Infinity,9,NO
WTKH,11,99,88,-88.88888889,15,NO
AHDH,8,7,-1,14.28571429,15,NO
OKIB,4,59,55,-93.22033898,14,NO
REZR,5,69,64,-92.75362319,13,NO
OHBR,0,77,77,-100,11,NO
K2KI,7,12,5,-41.66666667,17,NO
KV5X,15,39,24,-61.53846154,9,NO
4U0Z,1,51,50,-98.03921569,14,NO
LOL4,16,47,31,-65.95744681,14,NO
CU14,7,26,19,-73.07692308,9,NO
ZUZ3,2,55,53,-96.36363636,15,NO
4U0Z,3,51,48,-94.11764706,12,NO
Y0LZ,6,22,16,-72.72727273,11,NO
XIQY,0,67,67,-100,16,NO
SUR1,5,27,22,-81.48148148,16,NO
ZUZ3,4,55,51,-92.72727273,12,NO
5T3E,2,34,32,-94.11764706,15,NO
GARC,7,46,39,-84.7826087,14,NO
XUDH,36,14,-22,157.1428571,10,NO
MFHL,0,91,91,-100,12,NO
M5BI,4,14,10,-71.42857143,13,NO
3HLN,13,15,2,-13.33333333,13,NO
XX45,3,4,1,-25,11,NO
DBLL,3,98,95,-96.93877551,15,NO
GARC,8,46,38,-82.60869565,17,NO
4U0Z,1,51,50,-98.03921569,17,NO
0KO1,16,11,-5,45.45454545,15,NO
SUR1,5,27,22,-81.48148148,10,NO
OKIB,2,59,57,-96.61016949,10,NO
AHDH,3,7,4,-57.14285714,13,NO
21Y5,0,4,4,-100,17,NO
WSZR,0,27,27,-100,15,NO
YVGA,0,73,73,-100,13,NO
1ZNS,8,24,16,-66.66666667,14,NO
W1A3,3,70,67,-95.71428571,14,NO
0F2E,16,93,77,-82.79569892,16,NO
5T3E,5,34,29,-85.29411765,17,NO
LJU5,17,11,-6,54.54545455,13,NO
UYP5,4,2,-2,100,15,NO
AHDH,3,7,4,-57.14285714,16,NO
QXY5,31,27,-4,14.81481481,17,NO
L3AP,12,46,34,-73.91304348,11,NO
WSZR,1,27,26,-96.2962963,13,NO
YCRV,4,70,66,-94.28571429,16,NO
3HLN,18,15,-3,20,12,NO
J1IP,11,68,57,-83.82352941,14,NO
1PZ2,4,25,21,-84,11,NO
1ZNS,6,24,18,-75,17,NO
R4NX,29,30,1,-3.333333333,12,NO
SUR1,1,27,26,-96.2962963,16,NO
K2KI,6,12,6,-50,12,NO
DH5J,4,24,20,-83.33333333,17,NO
3I10,8,55,47,-85.45454545,11,NO
GSWR,6,10,4,-40,11,NO
CU14,9,26,17,-65.38461538,14,NO
UH1P,4,58,54,-93.10344828,17,NO
DBZG,9,14,5,-35.71428571,9,NO
1ZNS,9,24,15,-62.5,10,NO
EE0S,0,72,72,-100,17,NO
3HLN,15,15,0,0,12,NO
Y0LZ,6,22,16,-72.72727273,10,NO
2TRU,2,101,99,-98.01980198,15,NO
UXWV,1,74,73,-98.64864865,10,NO
NRRO,0,61,61,-100,13,NO
0AAH,1,49,48,-97.95918367,16,NO
S0PH,6,9,3,-33.33333333,11,NO
AO1H,5,8,3,-37.5,16,NO
BRC2,3,18,15,-83.33333333,13,NO
J1IP,16,68,52,-76.47058824,13,NO
WTKH,9,99,90,-90.90909091,9,NO
V20F,28,53,25,-47.16981132,15,NO
FFSE,10,56,46,-82.14285714,13,NO
2T0Y,10,11,1,-9.090909091,9,NO
Y0LZ,11,22,11,-50,9,NO
HXA2,4,11,7,-63.63636364,14,NO
HXA2,5,11,6,-54.54545455,15,NO
JM3Q,9,85,76,-89.41176471,9,NO
JQTM,4,60,56,-93.33333333,12,NO
21FQ,2,42,40,-95.23809524,10,NO
VLDE,3,0,-3,Infinity,16,NO
DH5J,4,24,20,-83.33333333,13,NO
H3XQ,5,48,43,-89.58333333,17,NO
VZXG,10,3,-7,233.3333333,15,NO
WSZR,4,27,23,-85.18518519,9,NO
UNU4,0,18,18,-100,9,NO
GHRC,2,82,80,-97.56097561,14,NO
HIRY,9,19,10,-52.63157895,17,NO
SWDN,15,7,-8,114.2857143,12,NO
UXWV,0,74,74,-100,12,NO
DQTM,5,50,45,-90,9,NO
UNU4,0,18,18,-100,13,NO
3G3Y,6,0,-6,Infinity,16,NO
XMSH,4,65,61,-93.84615385,11,NO
DQTM,0,50,50,-100,13,NO
0AAH,3,49,46,-93.87755102,16,NO
GZUU,0,45,45,-100,15,NO
LOL4,15,47,32,-68.08510638,17,NO
UYP5,4,2,-2,100,11,NO
HXA2,3,11,8,-72.72727273,15,NO
HIRY,5,19,14,-73.68421053,11,NO
HKPE,0,0,0,NaN,17,NO
CU14,12,26,14,-53.84615385,13,NO
DBWM,0,14,14,-100,11,NO
XIHC,0,71,71,-100,13,NO
UZBV,1,4,3,-75,15,NO
H3XQ,8,48,40,-83.33333333,13,NO
11H1,12,94,82,-87.23404255,9,NO
LJU5,14,11,-3,27.27272727,11,NO
3IP1,8,5,-3,60,13,NO
CIAW,17,92,75,-81.52173913,16,NO
G3XP,9,52,43,-82.69230769,14,NO
VSJV,0,84,84,-100,14,NO
BF0G,27,70,43,-61.42857143,13,NO
Q3DH,1,92,91,-98.91304348,12,NO
XCCN,4,14,10,-71.42857143,9,NO
J1IP,14,68,54,-79.41176471,11,NO
AXTV,0,6,6,-100,16,NO
GSWR,10,10,0,0,11,NO
SUR1,5,27,22,-81.48148148,10,NO
W1A3,6,70,64,-91.42857143,12,NO
MFHL,2,91,89,-97.8021978,14,NO
HKPE,4,0,-4,Infinity,11,NO
DH5J,6,24,18,-75,16,NO
UZBV,2,4,2,-50,15,NO
LOL4,13,47,34,-72.34042553,15,NO
UBJP,0,59,59,-100,12,NO
W1A3,7,70,63,-90,9,NO
4U0Z,1,51,50,-98.03921569,14,NO
LOL4,8,47,39,-82.9787234,17,NO
ALNY,0,91,91,-100,10,NO
M5BI,0,14,14,-100,17,NO
DBLL,3,98,95,-96.93877551,13,NO
W1A3,4,70,66,-94.28571429,12,NO
DBZG,6,14,8,-57.14285714,15,NO
21Y5,0,4,4,-100,13,NO
BW5P,0,59,59,-100,15,NO
HKPE,8,0,-8,Infinity,13,NO
XCCN,8,14,6,-42.85714286,12,NO
Y0LZ,5,22,17,-77.27272727,14,NO
AO1H,6,8,2,-25,13,NO
WSZR,7,27,20,-74.07407407,14,NO
3PMW,3,73,70,-95.89041096,16,NO
1ROG,19,80,61,-76.25,16,NO
G3XP,7,52,45,-86.53846154,17,NO
BW5P,0,59,59,-100,17,NO
KV5X,15,39,24,-61.53846154,14,NO
MFHL,4,91,87,-95.6043956,10,NO
OHBR,0,77,77,-100,15,NO
R4NX,30,30,0,0,9,NO
UH1P,1,58,57,-98.27586207,13,NO
VLDE,6,0,-6,Infinity,14,NO
DBLL,3,98,95,-96.93877551,14,NO
H3XQ,8,48,40,-83.33333333,9,NO
NRRO,0,61,61,-100,11,NO
4U0Z,2,51,49,-96.07843137,9,NO
0U0B,47,54,7,-12.96296296,10,NO
M5BI,3,14,11,-78.57142857,9,NO
BEHY,3,98,95,-96.93877551,15,NO
V20F,30,53,23,-43.39622642,15,NO
5LCH,5,92,87,-94.56521739,16,NO
1ZNS,11,24,13,-54.16666667,15,NO
BRC2,0,18,18,-100,12,NO
QXY5,31,27,-4,14.81481481,14,NO
REZR,3,69,66,-95.65217391,11,NO
JEKQ,11,0,-11,Infinity,16,NO
SKGG,3,34,31,-91.17647059,17,NO
3HLN,15,15,0,0,13,NO
0KO1,17,11,-6,54.54545455,17,NO
3IP1,10,5,-5,100,11,NO
4U0Z,0,51,51,-100,9,NO
ANNV,0,93,93,-100,10,NO
H3XQ,6,48,42,-87.5,13,NO
UBJP,0,59,59,-100,17,NO
NRRO,0,61,61,-100,11,NO
FX4F,18,56,38,-67.85714286,10,NO
EE0S,1,72,71,-98.61111111,15,NO
UYP5,4,2,-2,100,11,NO
11H1,11,94,83,-88.29787234,17,NO
YCRV,1,70,69,-98.57142857,17,NO
ZUZ3,0,55,55,-100,13,NO
HXA2,3,11,8,-72.72727273,9,NO
3IP1,9,5,-4,80,10,NO
W1A3,4,70,66,-94.28571429,16,NO
XMSH,7,65,58,-89.23076923,13,NO
ZUZ3,4,55,51,-92.72727273,15,NO
LZCW,19,92,73,-79.34782609,10,NO
UUYC,5,11,6,-54.54545455,11,NO
K2KI,9,12,3,-25,14,NO
C42A,6,96,90,-93.75,16,NO
GZUU,0,45,45,-100,14,NO
0F2E,12,93,81,-87.09677419,13,NO
OKIB,1,59,58,-98.30508475,9,NO
DQTM,4,50,46,-92,13,NO
K2KI,7,12,5,-41.66666667,15,NO
UH1P,0,58,58,-100,10,NO
2TRU,0,101,101,-100,11,NO
4U0Z,0,51,51,-100,11,NO
5LCH,5,92,87,-94.56521739,10,NO
AO1H,4,8,4,-50,14,NO
WTKH,11,99,88,-88.88888889,9,NO
SUR1,3,27,24,-88.88888889,12,NO
11H1,10,94,84,-89.36170213,12,NO
GZUU,0,45,45,-100,11,NO
AHDH,6,7,1,-14.28571429,9,NO
GHRC,0,82,82,-100,9,NO
UXWV,0,74,74,-100,11,NO
B5YG,0,0,0,NaN,10,NO
LJU5,15,11,-4,36.36363636,12,NO
ANNV,3,93,90,-96.77419355,10,NO
FFAU,14,7,-7,100,9,NO
JEKQ,13,0,-13,Infinity,17,NO
5T3E,4,34,30,-88.23529412,17,NO
LJU5,14,11,-3,27.27272727,9,NO
B5YG,0,0,0,NaN,11,NO
0KO1,14,11,-3,27.27272727,15,NO
VLDE,8,0,-8,Infinity,14,NO
WK0Z,8,42,34,-80.95238095,15,NO
XIQY,4,67,63,-94.02985075,13,NO
21Y5,4,4,0,0,17,NO
GSWR,9,10,1,-10,12,NO
HIRY,9,19,10,-52.63157895,17,NO
S0PH,9,9,0,0,15,NO
JWUI,34,3,-31,1033.333333,9,YES
XCCN,5,14,9,-64.28571429,12,NO
XUDH,32,14,-18,128.5714286,17,YES
1PZ2,5,25,20,-80,10,NO
2T0Y,11,11,0,0,16,NO
REZR,0,69,69,-100,10,NO
SKGG,0,34,34,-100,13,NO
REZR,0,69,69,-100,10,NO
CIAW,19,92,73,-79.34782609,16,NO
VSJV,0,84,84,-100,16,NO
W1A3,5,70,65,-92.85714286,14,NO
VZXG,7,3,-4,133.3333333,9,NO
XUDH,36,14,-22,157.1428571,11,NO
Q3DH,0,92,92,-100,16,NO
YVGA,0,73,73,-100,12,NO
W1A3,2,70,68,-97.14285714,11,NO
3I10,9,55,46,-83.63636364,13,NO
BW5P,4,59,55,-93.22033898,9,NO
QXY5,35,27,-8,29.62962963,13,YES
FX4F,16,56,40,-71.42857143,16,NO
G3XP,4,52,48,-92.30769231,10,NO
L3AP,7,46,39,-84.7826087,15,NO
JWUI,31,3,-28,933.3333333,9,NO
SUR1,1,27,26,-96.2962963,9,NO
G3XP,5,52,47,-90.38461538,10,NO
XX45,0,4,4,-100,13,NO
CU14,11,26,15,-57.69230769,11,NO
DH5J,9,24,15,-62.5,17,NO
JM3Q,9,85,76,-89.41176471,10,NO
5LCH,6,92,86,-93.47826087,17,NO
3PMW,2,73,71,-97.26027397,13,NO
LJU5,13,11,-2,18.18181818,15,NO
WTKH,6,99,93,-93.93939394,10,NO
21FQ,5,42,37,-88.0952381,13,NO
UYP5,1,2,1,-50,17,NO
1ROG,15,80,65,-81.25,10,NO
JQTM,1,60,59,-98.33333333,13,NO
GZUU,2,45,43,-95.55555556,16,NO
YVGA,0,73,73,-100,14,NO
UNU4,0,18,18,-100,11,NO
LOL4,12,47,35,-74.46808511,15,NO
SWDN,19,7,-12,171.4285714,17,NO
0AAH,7,49,42,-85.71428571,11,NO
XIQY,6,67,61,-91.04477612,13,NO
NRRO,3,61,58,-95.08196721,12,NO
GARC,3,46,43,-93.47826087,10,NO
SUR1,0,27,27,-100,11,NO
EE0S,5,72,67,-93.05555556,16,NO
R4NX,25,30,5,-16.66666667,16,NO
BW5P,0,59,59,-100,16,NO
XIHC,2,71,69,-97.18309859,15,NO
JM3Q,6,85,79,-92.94117647,9,NO
4U0Z,0,51,51,-100,17,NO
1ZNS,9,24,15,-62.5,12,NO
ALNY,3,91,88,-96.7032967,10,NO
FFSE,14,56,42,-75,15,NO
UUYC,0,11,11,-100,15,NO
VZXG,5,3,-2,66.66666667,10,NO
DBLL,3,98,95,-96.93877551,15,NO
AO1H,2,8,6,-75,10,NO
3I10,13,55,42,-76.36363636,16,NO
BF0G,26,70,44,-62.85714286,10,NO
XMSH,6,65,59,-90.76923077,10,NO
ZUZ3,0,55,55,-100,11,NO
21Y5,5,4,-1,25,15,NO
EE0S,0,72,72,-100,17,NO
VLDE,11,0,-11,Infinity,12,NO
AXTV,0,6,6,-100,17,NO
OKIB,5,59,54,-91.52542373,15,NO
GZUU,0,45,45,-100,10,NO
UUYC,0,11,11,-100,9,NO
3PMW,1,73,72,-98.63013699,10,NO
WSZR,7,27,20,-74.07407407,11,NO
0U0B,43,54,11,-20.37037037,15,NO
ZUZ3,4,55,51,-92.72727273,16,NO
3G3Y,3,0,-3,Infinity,10,NO
0F2E,13,93,80,-86.02150538,10,NO
H3XQ,9,48,39,-81.25,13,NO
SUR1,0,27,27,-100,12,NO
LZCW,22,92,70,-76.08695652,10,NO
DH5J,8,24,16,-66.66666667,11,NO
UZBV,0,4,4,-100,11,NO
0KO1,16,11,-5,45.45454545,16,NO
Y0LZ,8,22,14,-63.63636364,15,NO
B5YG,0,0,0,NaN,13,NO
FX4F,13,56,43,-76.78571429,9,NO
EE0S,0,72,72,-100,16,NO
3G3Y,5,0,-5,Infinity,17,NO
REZR,3,69,66,-95.65217391,16,NO
M5BI,2,14,12,-85.71428571,12,NO
JWUI,28,3,-25,833.3333333,14,NO
DBLL,0,98,98,-100,10,NO
UUYC,3,11,8,-72.72727273,9,NO
HKPE,9,0,-9,Infinity,12,NO
C42A,10,96,86,-89.58333333,17,NO
XX45,0,4,4,-100,10,NO
DBWM,2,14,12,-85.71428571,14,NO
XIHC,0,71,71,-100,10,NO
5T3E,6,34,28,-82.35294118,17,NO
DBZG,9,14,5,-35.71428571,13,NO
FFAU,18,7,-11,157.1428571,16,NO
LJU5,12,11,-1,9.090909091,10,NO
UH1P,0,58,58,-100,15,NO
LJU5,12,11,-1,9.090909091,13,NO
YCRV,5,70,65,-92.85714286,17,NO
W1A3,6,70,64,-91.42857143,13,NO
1PZ2,9,25,16,-64,16,NO
R4NX,21,30,9,-30,15,NO
GZUU,0,45,45,-100,16,NO
XUDH,34,14,-20,142.8571429,16,NO
Y0LZ,5,22,17,-77.27272727,10,NO
J1IP,18,68,50,-73.52941176,9,NO
MFHL,0,91,91,-100,11,NO
YVGA,0,73,73,-100,13,NO
V20F,26,53,27,-50.94339623,10,NO
GHRC,0,82,82,-100,12,NO
0F2E,12,93,81,-87.09677419,17,NO
XIQY,0,67,67,-100,10,NO
1ZNS,6,24,18,-75,13,NO
B5YG,0,0,0,NaN,15,NO
AO1H,1,8,7,-87.5,9,NO
LZCW,17,92,75,-81.52173913,10,NO
KV5X,15,39,24,-61.53846154,13,NO
2TRU,0,101,101,-100,12,NO
3G3Y,1,0,-1,Infinity,11,NO
VZXG,6,3,-3,100,15,NO
S0PH,9,9,0,0,11,NO
LOL4,16,47,31,-65.95744681,13,NO
HKPE,12,0,-12,Infinity,13,NO
EE0S,0,72,72,-100,11,NO
0KO1,14,11,-3,27.27272727,15,NO
OHBR,2,77,75,-97.4025974,10,NO
VSJV,0,84,84,-100,12,NO
XIQY,2,67,65,-97.01492537,11,NO
0U0B,42,54,12,-22.22222222,9,NO
EE0S,0,72,72,-100,10,NO
Q3DH,4,92,88,-95.65217391,12,NO
3IP1,10,5,-5,100,15,NO
BEHY,0,98,98,-100,11,NO
0KO1,16,11,-5,45.45454545,10,NO
GSWR,4,10,6,-60,10,NO
SUR1,0,27,27,-100,16,NO
11H1,12,94,82,-87.23404255,14,NO
JEKQ,11,0,-11,Infinity,15,NO
CU14,7,26,19,-73.07692308,12,NO
GSWR,3,10,7,-70,16,NO
WK0Z,5,42,37,-88.0952381,12,NO
HXA2,6,11,5,-45.45454545,9,NO
3HLN,16,15,-1,6.666666667,11,NO
C42A,14,96,82,-85.41666667,12,NO
BW5P,0,59,59,-100,12,NO
WTKH,3,99,96,-96.96969697,16,NO
L3AP,6,46,40,-86.95652174,16,NO
0KO1,17,11,-6,54.54545455,12,NO
BRC2,0,18,18,-100,11,NO
UBJP,0,59,59,-100,14,NO
AO1H,0,8,8,-100,15,NO
UUYC,0,11,11,-100,17,NO
DQTM,6,50,44,-88,14,NO
K2KI,2,12,10,-83.33333333,9,NO
UUYC,0,11,11,-100,9,NO
JWUI,27,3,-24,800,16,NO
UNU4,1,18,17,-94.44444444,13,NO
XMSH,8,65,57,-87.69230769,12,NO
XCCN,2,14,12,-85.71428571,17,NO
AHDH,10,7,-3,42.85714286,15,NO
3I10,8,55,47,-85.45454545,17,NO
FFAU,12,7,-5,71.42857143,16,NO
DBWM,5,14,9,-64.28571429,13,NO
5LCH,4,92,88,-95.65217391,14,NO
CIAW,23,92,69,-75,13,NO
LOL4,16,47,31,-65.95744681,11,NO
2T0Y,11,11,0,0,14,NO
ALNY,7,91,84,-92.30769231,15,NO
5LCH,7,92,85,-92.39130435,11,NO
NRRO,0,61,61,-100,16,NO
CIAW,23,92,69,-75,12,NO
ZUZ3,2,55,53,-96.36363636,17,NO
3PMW,0,73,73,-100,15,NO
G3XP,1,52,51,-98.07692308,11,NO
FFAU,14,7,-7,100,17,NO
DH5J,10,24,14,-58.33333333,15,NO
YCRV,9,70,61,-87.14285714,12,NO
HKPE,10,0,-10,Infinity,16,NO
AHDH,14,7,-7,100,14,NO
BRC2,2,18,16,-88.88888889,16,NO
ANNV,0,93,93,-100,16,NO
0F2E,10,93,83,-89.24731183,9,NO
QXY5,38,27,-11,40.74074074,11,NO
V20F,25,53,28,-52.83018868,16,NO
BW5P,0,59,59,-100,9,NO
J1IP,21,68,47,-69.11764706,13,NO
MFHL,3,91,88,-96.7032967,11,NO
XIQY,0,67,67,-100,14,NO
HIRY,4,19,15,-78.94736842,11,NO
BEHY,4,98,94,-95.91836735,12,NO
SKGG,0,34,34,-100,13,NO
XIHC,0,71,71,-100,16,NO
BRC2,6,18,12,-66.66666667,13,NO
GARC,0,46,46,-100,17,NO
Q3DH,2,92,90,-97.82608696,15,NO
UXWV,0,74,74,-100,11,NO
JM3Q,4,85,81,-95.29411765,9,NO
XCCN,0,14,14,-100,12,NO
GZUU,4,45,41,-91.11111111,13,NO
GARC,3,46,43,-93.47826087,10,NO
K2KI,3,12,9,-75,13,NO
0U0B,39,54,15,-27.77777778,10,NO
GHRC,0,82,82,-100,11,NO
FX4F,17,56,39,-69.64285714,16,NO
FFAU,15,7,-8,114.2857143,12,NO
OKIB,4,59,55,-93.22033898,12,NO
JQTM,3,60,57,-95,16,NO
FFSE,15,56,41,-73.21428571,10,NO
UH1P,1,58,57,-98.27586207,10,NO
XUDH,37,14,-23,164.2857143,9,NO
HXA2,10,11,1,-9.090909091,10,NO
0AAH,8,49,41,-83.67346939,17,NO
SWDN,20,7,-13,185.7142857,9,NO
3HLN,18,15,-3,20,13,NO
FFAU,14,7,-7,100,13,NO
UYP5,2,2,0,0,13,NO
3PMW,0,73,73,-100,16,NO
XIHC,0,71,71,-100,12,NO
OHBR,6,77,71,-92.20779221,16,NO
XIHC,0,71,71,-100,9,NO
21Y5,3,4,1,-25,10,NO
WSZR,11,27,16,-59.25925926,17,NO
HKPE,5,0,-5,Infinity,15,NO
DBLL,0,98,98,-100,15,NO
H3XQ,13,48,35,-72.91666667,14,NO
3G3Y,0,0,0,NaN,17,NO
3PMW,0,73,73,-100,12,NO
UZBV,0,4,4,-100,17,NO
HIRY,2,19,17,-89.47368421,9,NO
1ROG,12,80,68,-85,15,NO
CU14,9,26,17,-65.38461538,13,NO
UZBV,0,4,4,-100,12,NO
AXTV,0,6,6,-100,11,NO
YVGA,0,73,73,-100,11,NO
21FQ,6,42,36,-85.71428571,17,NO
BF0G,24,70,46,-65.71428571,9,NO
UZBV,0,4,4,-100,9,NO
REZR,5,69,64,-92.75362319,15,NO
5T3E,1,34,33,-97.05882353,17,NO
5LCH,5,92,87,-94.56521739,12,NO
BW5P,0,59,59,-100,15,NO
AO1H,3,8,5,-62.5,14,NO
4U0Z,1,51,50,-98.03921569,16,NO
3G3Y,3,0,-3,Infinity,10,NO
M5BI,2,14,12,-85.71428571,13,NO
QXY5,38,27,-11,40.74074074,9,NO
